"","Year","Data.Collector","Plot","ID","Mulch","Planted.guild","Category","Mowing.treatment","Planting.Type","QuadLocation","Exo.grass","Exo.forb","nat.grass","nat.forb","Bro.car","Sti.pul","Hor.bra","Gri.str","Ach.mil","Sym.chi","Jun.pat"
"766","2015","Schreiber",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",77.5,37.5,22.5,0,0,0,22.5,0,0,0,0
"767","2015","Schreiber",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",52.5,32.5,57.5,0,42.5,7.5,7.5,0,0,0,0
"768","2015","Schreiber",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",27.5,47.5,35,0,7.5,0,27.5,0,0,0,0
"769","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",37.5,67.6,0,0,0,0,0,0,0,0,0
"770","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,37.5,0,62.5,0,0,0,0,62.5,0,0
"771","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",42.5,37.5,27.5,0,0,0,27.5,0,0,0,0
"772","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,47.5,0,47.5,0,0,0,0,47.5,0,0
"773","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,22.5,51,0,17.5,1,32.5,0,0,0,0
"774","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",42.5,27.5,40,0,7.5,0,32.5,0,0,0,0
"775","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",42.5,62.5,35,0,17.5,0,17.5,0,0,0,0
"776","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",77.5,17.5,17.5,0,0,0,17.5,0,0,0,0
"777","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,2.5,0,0,0,0,0,0,0,0,0
"778","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,22.5,0,0,0,0,0,0,0,0,0
"779","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,12.5,0,0,0,0,0,0,0,0,0
"780","2015","Schreiber",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,22.5,0,0,0,0,0,0,0,0,0
"781","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",72.5,7.5,17.5,0,0,0,17.5,0,0,0,0
"782","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",92.5,12.5,0,0,0,0,0,0,0,0,0
"783","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",97.5,2.5,2,0,0,1,1,0,0,0,0
"784","2015","Schreiber",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",97.5,2.5,0,0,0,0,0,0,0,0,0
"785","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",77.5,27.5,0,0,0,0,0,0,0,0,0
"786","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",27.5,77.5,0,0,0,0,0,0,0,0,0
"787","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",67.5,27.5,0,0,0,0,0,0,0,0,0
"788","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",97.5,7.5,0,0,0,0,0,0,0,0,0
"789","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",77.5,32.5,6,0,3,0,3,0,0,0,0
"790","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",72.5,17.5,20.5,0,3,0,17.5,0,0,0,0
"791","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",57.5,42.5,5,0,2,0,3,0,0,0,0
"792","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",42.5,47.5,10.5,0,7.5,0,3,0,0,0,0
"793","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,3,0,0,0,0,0,0,0,0,0
"794","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",97.5,4,0,0,0,0,0,0,0,0,0
"795","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",27.5,3,0,67.5,0,0,0,67.5,0,0,0
"796","2015","Schreiber",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",67.5,32.5,2,0,0,0,2,0,0,0,0
"797","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",62.5,32.5,4,0,0,0,4,0,0,0,0
"798","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",92.5,2.5,7,0,3,0,4,0,0,0,0
"799","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",77.5,12.5,17.5,0,0,0,17.5,0,0,0,0
"800","2015","Schreiber",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",67.5,27.5,3,0,0,0,3,0,0,0,0
"801","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",42.5,72.5,0,0,0,0,0,0,0,0,0
"802","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",27.5,47.5,0,75,0,0,0,42.5,32.5,0,0
"803","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",7,92.5,0,6,0,0,0,6,0,0,0
"804","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",17.5,47.5,0,57.5,0,0,0,0,57.5,0,0
"805","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",22.5,87.5,0,0,0,0,0,0,0,0,0
"806","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,47.5,12.5,0,0,0,12.5,0,0,0,0
"807","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,92.5,12.5,0,0,0,12.5,0,0,0,0
"808","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",17.5,92.5,17.5,0,0,0,17.5,0,0,0,0
"809","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,87.5,0,0,0,0,0,0,0,0,0
"810","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",22.5,87.5,0,0,0,0,0,0,0,0,0
"811","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",27.5,72.5,0,0,0,0,0,0,0,0,0
"812","2016","Rusk",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",37.5,57.5,13,0,0,0,6,0,0,0,7
"813","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",67.5,12.5,2.5,0,0,0,2.5,0,0,0,0
"814","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",77.5,17.5,27.5,0,0,0,27.5,0,0,0,0
"815","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",17.5,87.5,6,0,0,0,6,0,0,0,0
"816","2016","Rusk",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",12.5,57.5,37.5,0,0,0,37.5,0,0,0,0
"817","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",32.5,22.5,0,47.5,0,0,0,0,47.5,0,0
"818","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",77.5,37.5,0,0,0,0,0,0,0,0,0
"819","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",47.5,17.5,0,42.5,0,0,0,0,42.5,0,0
"820","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",32.5,77.5,3,0,0,0,3,0,0,0,0
"821","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",57.5,27.5,37.5,0,0,0,37.5,0,0,0,0
"822","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",42.5,67.5,4,0,0,0,4,0,0,0,0
"823","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",57.5,42.5,6,0,0,0,6,0,0,0,0
"824","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",42.5,47.5,12.5,0,0,0,12.5,0,0,0,0
"825","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",12.5,4,0,87.5,0,0,0,0,87.5,0,0
"826","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",3,5,0,97.5,0,0,0,0,97.5,0,0
"827","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",12.5,87.5,0,0,0,0,0,0,0,0,0
"828","2016","Rusk",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,87.5,12.5,0,0,0,0,0,0,0,12.5
"829","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",62.5,22.5,0,0,0,0,0,0,0,0,0
"830","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",62.5,82.5,0,0,0,0,0,0,0,0,0
"831","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",47.5,77.5,0,0,0,0,0,0,0,0,0
"832","2016","Rusk",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",37.5,62.5,12.5,0,0,0,12.5,0,0,0,0
"833","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",62.5,77.5,0,0,0,0,0,0,0,0,0
"834","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",82.5,37.5,0,0,0,0,0,0,0,0,0
"835","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",77.5,37.5,0,12.5,0,0,0,0,12.5,0,0
"836","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",87.5,17.5,0,12.5,0,0,0,0,12.5,0,0
"837","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",92.5,22.5,0,0,0,0,0,0,0,0,0
"838","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",72.5,22.5,22.5,0,5,0,17.5,0,0,0,0
"839","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",77.5,42.5,7,0,0,0,7,0,0,0,0
"840","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",42.5,27.5,0,0,0,0,0,0,0,0,0
"841","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",67.5,62.5,0,2,0,0,0,0,2,0,0
"842","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",32.5,62.5,17.5,0,0,0,0,0,0,0,17.5
"843","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",72.5,57.5,0,0,0,0,0,0,0,0,0
"844","2016","Rusk",17,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",37.5,77.5,0,0,0,0,0,0,0,0,0
"845","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",92.5,22.5,0,0,0,0,0,0,0,0,0
"846","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",82.5,22.5,0,0,0,0,0,0,0,0,0
"847","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",47.5,37.5,1,0,1,0,0,0,0,0,0
"848","2016","Rusk",17,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",42.5,57.5,12.5,0,12.5,0,0,0,0,0,0
"849","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",67.5,27.5,0,0,0,0,0,0,0,0,0
"850","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",92.5,17.5,0,0,0,0,0,0,0,0,0
"851","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",77.5,67.5,0,0,0,0,0,0,0,0,0
"852","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",57.5,52.5,0,5,0,0,0,0,5,0,0
"853","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",32.5,77.5,0,0,0,0,0,0,0,0,0
"854","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",27.5,87.5,40,0,22.5,0,17.5,0,0,0,0
"855","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",37.5,72.5,17.5,0,17.5,0,0,0,0,0,0
"856","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",22.5,87.5,0,0,0,0,0,0,0,0,0
"857","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",22.5,37.5,0,37.5,0,0,0,0,37.5,0,0
"858","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,22.5,0,67.5,0,0,0,0,67.5,0,0
"859","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",37.5,87.5,0,17.5,0,0,0,0,17.5,0,0
"860","2016","Rusk",24,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",32.5,62.5,0,0,0,0,0,0,0,0,0
"861","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,27.5,0,0,0,0,0,0,0,0,0
"862","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",17.5,77.5,5,0,0,0,5,0,0,0,0
"863","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",32.5,87.5,3,0,0,0,3,0,0,0,0
"864","2016","Rusk",24,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",62.5,82.5,2,0,0,0,2,0,0,0,0
"865","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",10,57.5,0,42.5,0,0,0,42.5,0,0,0
"866","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",37.5,82.5,0,22.5,0,0,0,22.5,0,0,0
"867","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",52.5,42.5,0,0,0,0,0,0,0,0,0
"868","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",67.5,27.5,4,17.5,0,0,4,17.5,0,0,0
"869","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",82.5,12.5,22.5,0,0,0,22.5,0,0,0,0
"870","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",77.5,17.5,20.5,0,17.5,0,3,0,0,0,0
"871","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",92.5,27.5,0,0,0,0,0,0,0,0,0
"872","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",42.5,82.5,0,0,0,0,0,0,0,0,0
"873","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",42.5,67.5,0,0,0,0,0,0,0,0,0
"874","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",22.5,97.5,0,0,0,0,0,0,0,0,0
"875","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",17.5,87.5,0,0,0,0,0,0,0,0,0
"876","2016","Rusk",25,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",22.5,42.5,32.5,0,0,0,0,0,0,0,32.5
"877","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",37.5,72.5,0,0,0,0,0,0,0,0,0
"878","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",2.5,87.5,0,0,0,0,0,0,0,0,0
"879","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",57.5,87.5,10,0,0,0,10,0,0,0,0
"880","2016","Rusk",25,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,72.5,16.5,0,12.5,0,4,0,0,0,0
"881","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",7.5,97.5,0,0,0,0,0,0,0,0,0
"882","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",2,97.5,0,0,0,0,0,0,0,0,0
"883","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",4,47.5,0,67.5,0,0,0,0,67.5,0,0
"884","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",2,22.5,0,77.5,0,0,0,0,77.5,0,0
"885","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",4,97.5,0,12.5,0,0,0,0,12.5,0,0
"886","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",7.5,77.5,0,0,0,0,0,0,0,0,0
"887","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",1,97.5,0,5,0,0,0,0,5,0,0
"888","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",12.5,87.5,0,12.5,0,0,0,0,12.5,0,0
"889","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,72.5,2,0,0,0,2,0,0,0,0
"890","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",3,57.5,22.5,0,0,0,22.5,0,0,0,0
"891","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",2,97.5,0,0,0,0,0,0,0,0,0
"892","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",1,97.5,0,0,0,0,0,0,0,0,0
"893","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",3,97.5,0,0,0,0,0,0,0,0,0
"894","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,72.5,32.5,0,0,0,32.5,0,0,0,0
"895","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",32.5,37.5,30.5,0,3,0,27.5,0,0,0,0
"896","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,82.5,7.5,0,0,0,7.5,0,0,0,0
"897","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",0,67.5,0,0,0,0,0,0,0,0,0
"898","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",5,77.5,0,0,0,0,0,0,0,0,0
"899","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,12.5,0,72.5,0,0,0,0,72.5,0,0
"900","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",2,77.5,0,22.5,0,0,0,0,22.5,0,0
"901","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",7.5,72.5,0,7.5,0,0,0,0,7.5,0,0
"902","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",2,7.5,0,77.5,0,0,0,0,77.5,0,0
"903","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",7.5,37.5,0,57.5,0,0,0,0,57.5,0,0
"904","2018","Josie & Joia",6,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,32.5,0,12.5,0,0,0,0,12.5,0,0
"905","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",2,82.5,0,0,0,0,0,0,0,0,0
"906","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",0,82.5,2,0,0,0,2,0,0,0,0
"907","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,47.5,5,0,0,0,5,0,0,0,0
"908","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",0,67.5,3,0,0,0,3,0,0,0,0
"909","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",17.5,22.5,22.5,0,0,0,22.5,0,0,0,0
"910","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,17.5,12.5,0,0,0,12.5,0,0,0,0
"911","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",32.5,7.5,27.5,0,0,0,27.5,0,0,0,0
"912","2018","Josie & Joia",6,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",22.5,27.5,12.5,0,0,0,12.5,0,0,0,0
"913","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",1,22.5,0,87.5,0,0,0,0,87.5,0,0
"914","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",1,12.5,0,77.5,0,0,0,0,77.5,0,0
"915","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",1,22.5,0,87.5,0,0,0,0,87.5,0,0
"916","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",7.5,27.5,0,67.5,0,0,0,0,67.5,0,0
"917","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",17.5,42.5,0,32.5,0,0,0,0,32.5,0,0
"918","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",47.5,42.5,17.5,0,0,0,17.5,0,0,0,0
"919","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",12.5,27.5,7.5,67.5,0,0,7.5,0,67.5,0,0
"920","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Mowed","Full","Full",5,27.5,0,82.5,0,0,0,0,82.5,0,0
"921","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",12.5,42.5,17.5,0,0,0,17.5,0,0,0,0
"922","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",47.5,42.5,1,0,0,0,1,0,0,0,0
"923","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",32.5,37.5,32.5,0,0,0,32.5,0,0,0,0
"924","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",87.5,17.5,22.5,0,0,0,22.5,0,0,0,0
"925","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",57.5,42.5,7.5,0,0,0,7.5,0,0,0,0
"926","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",42.5,47.5,3,0,0,0,3,0,0,0,0
"927","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",67.5,32.5,12.5,0,0,0,12.5,0,0,0,0
"928","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Mowed","Full","Full",67.5,57.5,7.5,0,0,0,7.5,0,0,0,0
"929","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,12.5,0,72.5,0,0,0,0,72.5,0,0
"930","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",2,22.5,0,42.5,0,0,0,0,42.5,0,0
"931","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,0,0,82.5,0,0,0,0,82.5,0,0
"932","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,0,0,87.5,0,0,0,0,87.5,0,0
"933","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",4,17.5,0,62.5,0,0,0,0,62.5,0,0
"934","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",1,0,0,87.5,0,0,0,0,87.5,0,0
"935","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",12.5,57.5,0,17.5,0,0,0,0,17.5,0,0
"936","2018","Josie & Joia",14,"CFNM","No Mulch","Forb","Full No Mulch","Unmowed","Full","Full",12.5,67.5,0,0,0,0,0,0,0,0,0
"937","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",12.5,42.5,7.5,3,0,0,7.5,0,3,0,0
"938","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",17.5,27.5,1,0,0,0,1,0,0,0,0
"939","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",37.5,47.5,7.5,0,0,0,7.5,0,0,0,0
"940","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",22.5,42.5,3,0,0,0,3,0,0,0,0
"941","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",17.5,4,7.5,0,0,0,7.5,0,0,0,0
"942","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",22.5,22.5,7.5,0,0,0,7.5,0,0,0,0
"943","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",37.5,32.5,0,0,0,0,0,0,0,0,0
"944","2018","Josie & Joia",14,"CFNM","No Mulch","Grass","Full No Mulch","Unmowed","Full","Full",27.5,37.5,0,0,0,0,0,0,0,0,0
